dataset,file_path,class,split
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_119.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_15.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_185.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_24.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_43.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_49.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_88.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_115.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_1.wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_26.wav,Frog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_4-99644-B.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_22.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_9.wav,Dog,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_23.wav,Donkey,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_150.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_2.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_18.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_103.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_5.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_60.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_15.wav,Frog,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_24.wav,Monkey,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_92.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_131.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_4-99193-B.wav,Frog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_43.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_76.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_48.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_17.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_152.wav,Cat,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_7.wav,Monkey,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_104.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_172.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_124.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_45 (2).wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_67.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_16.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_155.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_17.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_23 (2).wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_9.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_95.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_8.wav,Dog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_15.wav,Lion,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_3.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_20.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_58.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_25.wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_48.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_29.wav,Bird,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_15.wav,Chicken,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_51.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_196.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_176.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_65.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_187.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_20.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (18).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_29 (2).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_34.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_141.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_3-124376-B.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_93.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_96.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_139.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_23.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_27.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_16.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_4.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_77.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_126.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_63.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_9.wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_5-187201-A.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (55).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_12 (3).wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_14.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_5 (2).wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_45.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_2-116400-A.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_56.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_178.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_14.wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_106.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_5-212454-A.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_8.wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (4).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (71).wav,Bird,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_33.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_3-180977-A.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (54).wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_168.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_168.wav,Dog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_19.wav,Lion,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_46.wav,Frog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_2-52085-B.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_91.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_148.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_125.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_5.wav,Cat,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_44.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_3 (3).wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_68.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_111.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_16 (2).wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_12.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_2-32515-D.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_34 (2).wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_15.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_15.wav,Frog,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_17.wav,Sheep,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_16.wav,Chicken,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_45.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (78).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_9.wav,Cow,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_29.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_5-9032-A.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_3-170015-A.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (87).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (77).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_2-117795-A.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_4.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_1.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_107.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_2.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_31 (3).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_11 (2).wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (60).wav,Bird,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_1.wav,Chicken,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_68.wav,Cat,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_35.wav,Lion,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_4-174860-A.wav,Cow,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_13.wav,Chicken,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_9.wav,Donkey,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_28.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_11.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (80).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_13 (3).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_43 (3).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_94.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_1-17970-A.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_4-199261-A.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_50.wav,Cow,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_11.wav,Donkey,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_42 (2).wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_23.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_195.wav,Cat,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_4.wav,Lion,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_166.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_9.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_30.wav,Dog,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_11.wav,Chicken,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_5.wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_4.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_107.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_11.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_39.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_3-163727-A.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_98.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_21.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (17).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (94).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (76).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_73.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_28.wav,Bird,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_25.wav,Monkey,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_119.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (16).wav,Bird,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_23.wav,Sheep,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_13.wav,Monkey,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_42 (3).wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_78.wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (90).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_128.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_188.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_60.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_49.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_50.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_99.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_4-99644-A.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_35.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_64.wav,Cow,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_8.wav,Chicken,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_13.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_96.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_13.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_110.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_6.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_84.wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_41.wav,Frog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_37.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (21).wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_6.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_54.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_7.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_110.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_5-187201-B.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_3-157695-A.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_91.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_14.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_92.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_7.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (50).wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_37.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_4.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_83.wav,Cat,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_1.wav,Lion,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_161.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_29.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_1-58277-A.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (53).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_44.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_2-32834-A.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_6.wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_4-99644-D.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_138.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_26.wav,Frog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_25.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_134.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (91).wav,Bird,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_12.wav,Donkey,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_25.wav,Chicken,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_4-183992-A.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_1-77160-A.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_46.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_102.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_69.wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_151.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_27.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_23.wav,Bird,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (39).wav,Bird,validation
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_32.wav,Frog,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_179.wav,Cat,validation
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_35 (2).wav,Dog,validation
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_26.wav,Lion,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_37.wav,Bird,validation
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_12.wav,Monkey,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_54.wav,Cow,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_182.wav,Cat,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_143.wav,Cat,validation
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_39.wav,Cow,validation
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_24.wav,Donkey,validation
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_24.wav,Frog,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_157.wav,Cat,validation
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_27.wav,Cow,validation
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_14.wav,Cow,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_4-181955-A.wav,Cow,validation
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_39.wav,Frog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_180.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_104.wav,Dog,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_116.wav,Cat,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_57.wav,Bird,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_93.wav,Bird,validation
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_24.wav,Frog,validation
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_7.wav,Lion,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_52.wav,Bird,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_111.wav,Cat,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_62.wav,Bird,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_63.wav,Bird,validation
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_66.wav,Cow,validation
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_2.wav,Frog,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (40).wav,Bird,validation
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_16.wav,Lion,validation
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_26 (2).wav,Dog,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_28.wav,Cow,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_41.wav,Cow,validation
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_21.wav,Donkey,validation
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_8.wav,Dog,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (74).wav,Bird,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_10.wav,Cow,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_25.wav,Cow,validation
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_25.wav,Frog,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_148.wav,Cat,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_15.wav,Dog,validation
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_19.wav,Monkey,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_47.wav,Cow,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_130.wav,Cat,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_147.wav,Dog,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_1-81269-A.wav,Cow,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_70.wav,Cat,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_173.wav,Cat,validation
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_20.wav,Cow,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_73.wav,Bird,validation
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_20.wav,Donkey,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_101.wav,Cat,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_186.wav,Cat,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_137.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_158.wav,Dog,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_3-126358-B.wav,Cow,validation
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_2.wav,Donkey,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_20.wav,Cat,validation
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_2.wav,Sheep,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_51.wav,Dog,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_35.wav,Cow,validation
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_30.wav,Frog,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (56).wav,Bird,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_65.wav,Bird,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_32.wav,Cow,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (47).wav,Bird,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_90.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_91.wav,Dog,validation
animal,data/processed/audio/Frog/animal_sounds_ggquang_2-32515-C.wav,Frog,validation
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_28.wav,Dog,validation
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_54.wav,Cow,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_26.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_198.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_72.wav,Dog,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_56.wav,Bird,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_81.wav,Dog,validation
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_79.wav,Cat,validation
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_15.wav,Sheep,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_78.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_122.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_2.wav,Dog,validation
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_34.wav,Sheep,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_121.wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_39 (2).wav,Dog,validation
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_199.wav,Dog,validation
animal,data/processed/audio/Cow/animal_sounds_ggquang_5-253085-A.wav,Cow,validation
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (42).wav,Bird,validation
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_27.wav,Lion,validation
